ID,Default_Probability
101211,1.0
101213,1.0
101223,1.0
101225,1.0
101237,1.0
101243,1.0
101244,1.0
101258,1.0
101259,1.0
101268,1.0
101269,1.0
101271,1.0
101279,1.0
101281,1.0
101287,1.0
101292,1.0
101294,0.0
101296,1.0
101297,0.0
101299,0.0
101301,0.0
101305,1.0
101308,1.0
101318,1.0
101327,1.0
101329,0.0
101332,1.0
101337,0.0
101343,0.0
101345,0.0
101346,0.0
101353,0.0
101354,1.0
101355,1.0
101356,1.0
101362,0.0
101363,1.0
101365,1.0
101366,1.0
101367,1.0
101368,0.0
101374,1.0
101380,0.0
101383,1.0
101398,1.0
101399,1.0
101401,1.0
101412,0.0
101426,1.0
101427,1.0
101428,1.0
101429,1.0
101434,1.0
101440,1.0
101448,1.0
101449,0.0
101465,0.0
101467,0.0
101472,1.0
101478,1.0
101497,1.0
101504,1.0
101547,0.0
101548,0.0
101555,1.0
101570,0.0
101572,1.0
101578,0.0
101580,1.0
101588,1.0
101602,0.0
101610,1.0
101614,1.0
101616,0.0
101643,1.0
101644,1.0
101649,1.0
101650,1.0
101665,0.0
101667,1.0
101669,1.0
101674,1.0
101675,1.0
101678,1.0
101682,0.0
101686,1.0
101697,1.0
101700,1.0
101711,1.0
101714,0.0
101715,1.0
101728,0.0
101732,0.0
101757,1.0
101758,0.0
101759,1.0
101762,0.0
101764,0.0
101780,1.0
101784,0.0
101789,0.0
101816,1.0
101819,1.0
101827,0.0
101863,1.0
101867,1.0
101870,0.0
101873,1.0
101878,1.0
101879,1.0
101880,1.0
101887,0.0
101897,1.0
101901,1.0
101903,1.0
101920,1.0
101921,0.0
101922,0.0
101961,1.0
101962,0.0
101971,1.0
101976,1.0
102002,1.0
102005,0.0
102007,1.0
102017,1.0
102019,1.0
102029,0.0
102051,1.0
102052,0.0
102054,0.0
102062,1.0
102067,1.0
102068,0.0
102070,1.0
102090,1.0
102092,1.0
102099,1.0
102100,0.0
102112,1.0
102113,0.0
102122,1.0
102123,1.0
102125,1.0
102126,1.0
102146,1.0
102147,1.0
102151,0.0
102158,1.0
102159,0.0
102162,0.0
102165,0.0
102166,0.0
102174,0.0
102193,1.0
102198,0.0
102205,1.0
102206,0.0
102218,0.0
102221,0.0
102230,1.0
102238,1.0
102248,0.0
102252,1.0
102259,1.0
102262,1.0
102273,1.0
102286,1.0
102293,1.0
102294,1.0
102296,1.0
102298,0.0
102303,0.0
102309,1.0
102315,0.0
102340,1.0
102342,1.0
102344,1.0
102346,1.0
102347,1.0
102374,1.0
102380,0.0
102387,1.0
102393,1.0
102403,0.0
102413,0.0
102414,0.0
102415,0.0
102416,1.0
102439,1.0
102441,1.0
102443,0.0
102444,1.0
102445,1.0
102448,0.0
102449,1.0
102450,1.0
102456,1.0
102458,1.0
102459,0.0
102465,0.0
102470,1.0
102471,1.0
102475,1.0
102476,1.0
102506,1.0
102509,1.0
102519,1.0
102522,0.0
102545,0.0
102549,0.0
102562,0.0
102563,0.0
102568,1.0
102582,1.0
102592,0.0
102597,1.0
102605,1.0
102614,1.0
102617,1.0
102634,1.0
102652,0.0
102655,0.0
102671,1.0
102694,1.0
102701,0.0
102703,0.0
102704,1.0
102713,0.0
102720,1.0
102731,0.0
102733,0.0
102749,1.0
102755,1.0
102763,0.0
102770,0.0
102772,1.0
102799,1.0
102838,0.0
102854,1.0
102862,1.0
102863,1.0
102867,0.0
102868,0.0
102878,1.0
102887,1.0
102898,1.0
102904,1.0
102912,0.0
102919,1.0
102927,1.0
102932,1.0
102933,1.0
102935,1.0
102958,1.0
102969,1.0
102971,0.0
102975,1.0
102979,1.0
102982,0.0
102987,1.0
102989,1.0
102995,0.0
102996,1.0
103000,1.0
103001,0.0
103004,1.0
103010,0.0
103025,1.0
103029,0.0
103046,1.0
103056,1.0
103062,1.0
103078,0.0
103083,1.0
103092,1.0
103096,1.0
103097,1.0
103102,1.0
103112,1.0
103132,1.0
103144,1.0
103145,1.0
103146,0.0
103147,0.0
103158,1.0
103171,1.0
103173,0.0
103184,0.0
103195,1.0
103196,0.0
103206,0.0
103230,1.0
103231,1.0
103232,1.0
103239,1.0
103240,1.0
103243,0.0
103252,1.0
103258,0.0
103259,1.0
103279,1.0
103280,0.0
103286,0.0
103287,1.0
103290,0.0
103298,0.0
103315,0.0
103319,1.0
103334,1.0
103336,1.0
103345,1.0
103368,0.0
103371,1.0
103377,0.0
103398,1.0
103404,1.0
103408,1.0
103410,1.0
103418,0.0
103420,1.0
103432,1.0
103433,1.0
103436,1.0
103440,0.0
103453,1.0
103459,0.0
103460,1.0
103461,1.0
103462,0.0
103473,1.0
103474,0.0
103475,1.0
103478,1.0
103480,1.0
103484,1.0
103494,1.0
103513,1.0
103515,1.0
103516,1.0
103525,1.0
103541,1.0
103544,1.0
103562,1.0
103570,1.0
103572,1.0
103574,1.0
103575,1.0
103591,1.0
103594,1.0
103609,0.0
103613,0.0
103614,1.0
103615,0.0
103624,1.0
103625,1.0
103628,1.0
103629,0.0
103647,1.0
103648,1.0
103651,0.0
103658,0.0
103668,0.0
103669,0.0
103676,1.0
103682,1.0
103683,1.0
103689,0.0
103725,0.0
103733,1.0
103744,0.0
103762,1.0
103771,1.0
103773,0.0
103783,0.0
103784,1.0
103808,1.0
103812,1.0
103813,1.0
103814,1.0
103818,1.0
103824,0.0
103828,1.0
103830,1.0
103840,0.0
103842,1.0
103847,1.0
103848,1.0
103851,0.0
103854,1.0
103857,1.0
103861,1.0
103862,1.0
103865,1.0
103870,0.0
103876,1.0
103891,1.0
103908,1.0
103914,1.0
103918,1.0
103940,0.0
103963,1.0
103966,1.0
103971,1.0
103980,1.0
103984,1.0
103985,1.0
103998,1.0
104019,0.0
104026,1.0
104035,1.0
104044,1.0
104045,0.0
104047,1.0
104051,1.0
104058,0.0
104063,0.0
104066,1.0
104087,0.0
104089,1.0
104095,1.0
104098,1.0
104104,0.0
104110,1.0
104120,1.0
104122,0.0
104131,0.0
104132,1.0
104135,1.0
104136,1.0
104149,1.0
104150,1.0
104156,1.0
104165,1.0
104175,0.0
104179,1.0
104184,1.0
104206,0.0
104216,1.0
104230,1.0
104257,0.0
104272,0.0
104273,1.0
104278,1.0
104294,1.0
104295,1.0
104297,0.0
104298,1.0
104308,0.0
104318,0.0
104319,1.0
104320,1.0
104327,1.0
104334,1.0
104344,1.0
104350,1.0
104351,1.0
104354,0.0
104369,1.0
104376,1.0
104381,0.0
104384,0.0
104391,1.0
104394,1.0
104398,1.0
104402,0.0
104408,1.0
104409,1.0
104410,1.0
104412,1.0
104417,0.0
104424,1.0
104426,1.0
104435,1.0
104445,0.0
104458,0.0
104460,1.0
104466,0.0
104472,1.0
104473,0.0
104479,0.0
104480,1.0
104482,1.0
104499,0.0
104501,1.0
104502,0.0
104506,1.0
104510,0.0
104512,1.0
104520,1.0
104528,1.0
104529,0.0
104541,1.0
104578,1.0
104584,0.0
104588,1.0
104602,1.0
104610,1.0
104611,1.0
104618,1.0
104620,1.0
104622,0.0
104624,0.0
104625,1.0
104634,1.0
104639,0.0
104646,0.0
104647,1.0
104652,0.0
104670,1.0
104677,0.0
104685,1.0
104691,0.0
104696,1.0
104699,1.0
104712,1.0
104714,0.0
104717,1.0
104718,1.0
104740,1.0
104741,0.0
104743,0.0
104744,0.0
104747,1.0
104767,1.0
104772,1.0
104776,1.0
104779,0.0
104814,0.0
104815,1.0
104830,1.0
104831,1.0
104833,0.0
104839,0.0
104840,0.0
104860,0.0
104861,0.0
104866,1.0
104870,0.0
104877,1.0
104878,0.0
104879,0.0
104880,0.0
104899,1.0
104906,1.0
104907,1.0
104913,1.0
104916,1.0
104921,0.0
104930,1.0
104931,1.0
104936,1.0
104937,1.0
104942,0.0
104943,1.0
104969,1.0
104972,1.0
104988,1.0
105013,1.0
105015,0.0
105019,1.0
105027,1.0
105030,1.0
105035,1.0
105041,0.0
105051,1.0
105056,1.0
105067,1.0
105071,1.0
105072,1.0
105074,1.0
105091,1.0
105101,0.0
105103,0.0
105134,1.0
105139,0.0
105142,1.0
105146,1.0
105163,1.0
105168,1.0
105172,0.0
105176,1.0
105195,1.0
105196,1.0
105197,0.0
105203,0.0
105223,0.0
105227,1.0
105228,0.0
105230,1.0
105231,1.0
105239,0.0
105242,1.0
105244,1.0
105245,1.0
105248,1.0
105249,1.0
105266,1.0
105271,1.0
105276,1.0
105282,0.0
105292,1.0
105297,0.0
105332,1.0
105333,1.0
105343,1.0
105344,0.0
105345,1.0
105357,0.0
105359,1.0
105366,1.0
105367,1.0
105370,0.0
105377,0.0
105390,1.0
105399,0.0
105403,0.0
105404,1.0
105414,0.0
105417,0.0
105425,1.0
105452,1.0
105454,1.0
105456,0.0
105470,1.0
105471,1.0
105483,1.0
105493,1.0
105508,1.0
105514,1.0
105515,0.0
105528,1.0
105529,1.0
105531,1.0
105532,0.0
105558,1.0
105574,0.0
105578,0.0
105584,1.0
105595,1.0
105617,1.0
105618,1.0
105621,0.0
105625,1.0
105629,1.0
105630,0.0
105634,0.0
105635,0.0
105641,1.0
105647,1.0
105648,1.0
105655,0.0
105657,1.0
105672,1.0
105678,1.0
105682,1.0
105691,1.0
105692,0.0
105706,1.0
105712,1.0
105720,0.0
105734,0.0
105735,1.0
105736,1.0
105737,0.0
105738,1.0
105740,1.0
105744,0.0
105747,1.0
105749,1.0
105754,1.0
105758,0.0
105760,1.0
105767,1.0
105784,1.0
105791,0.0
105802,1.0
105807,1.0
105809,1.0
105816,1.0
105817,0.0
105824,1.0
105832,1.0
105856,1.0
105865,1.0
105899,1.0
105906,1.0
105916,1.0
105923,1.0
105937,1.0
105965,1.0
105966,0.0
105968,1.0
105973,0.0
105976,1.0
105978,0.0
105979,0.0
105991,1.0
105998,1.0
105999,0.0
106000,1.0
106001,1.0
106010,1.0
106011,0.0
106013,1.0
106015,1.0
106026,0.0
106032,1.0
106035,1.0
106040,1.0
106041,1.0
106044,0.0
106053,1.0
106054,1.0
106065,1.0
106081,1.0
106083,1.0
106087,1.0
106090,1.0
106101,0.0
106102,0.0
106109,1.0
106116,1.0
106150,0.0
106155,1.0
106166,1.0
106176,1.0
106189,0.0
106199,1.0
106205,1.0
106206,1.0
106211,0.0
106214,0.0
106216,1.0
106217,0.0
106225,1.0
106249,1.0
106256,1.0
106258,1.0
106261,0.0
106262,1.0
106264,1.0
106271,1.0
106276,1.0
106277,1.0
106286,1.0
106293,1.0
106295,1.0
106296,1.0
106297,1.0
106298,0.0
106311,0.0
106314,1.0
106320,0.0
106334,1.0
106346,1.0
106347,0.0
106349,0.0
106354,1.0
106360,0.0
106373,1.0
106377,1.0
106386,1.0
106387,1.0
106391,0.0
106401,1.0
106411,1.0
106413,1.0
106426,0.0
106427,1.0
106428,1.0
106434,1.0
106438,0.0
106440,1.0
106441,1.0
106452,1.0
106453,1.0
106454,0.0
106457,1.0
106484,1.0
106488,0.0
106491,1.0
106514,1.0
106527,1.0
106528,0.0
106529,0.0
106534,1.0
106550,1.0
106577,1.0
106585,1.0
106590,1.0
106607,1.0
106610,1.0
106611,1.0
106612,0.0
106624,1.0
106631,0.0
106647,1.0
106660,1.0
106674,0.0
106687,0.0
106712,1.0
106713,1.0
106717,1.0
106720,1.0
106721,1.0
106724,1.0
106735,0.0
106739,1.0
106740,1.0
106754,0.0
106760,1.0
106761,1.0
106784,1.0
106787,1.0
106797,0.0
106798,1.0
106802,1.0
106803,1.0
106804,1.0
106805,0.0
106810,1.0
106812,1.0
106813,1.0
106817,1.0
106822,0.0
106823,0.0
106827,1.0
106841,1.0
106851,1.0
106852,0.0
106853,1.0
106854,1.0
106861,0.0
106873,1.0
106877,0.0
106878,0.0
106881,0.0
106900,0.0
106906,1.0
106907,1.0
106914,1.0
106916,0.0
106924,0.0
106931,1.0
106936,0.0
106937,1.0
106938,0.0
106939,1.0
106943,0.0
106944,1.0
106967,1.0
106980,1.0
106986,1.0
106987,0.0
106990,0.0
107013,0.0
107023,0.0
107033,1.0
107037,1.0
107048,0.0
107071,0.0
107081,0.0
107113,1.0
107130,1.0
107131,1.0
107145,1.0
107156,1.0
107219,1.0
107222,1.0
107223,1.0
107232,1.0
107245,1.0
107246,0.0
107247,1.0
107256,0.0
107259,0.0
107260,1.0
107279,1.0
107280,1.0
107281,0.0
107285,1.0
107329,0.0
107337,1.0
107349,1.0
107350,0.0
107351,1.0
107359,1.0
107391,1.0
107394,0.0
107395,0.0
107406,1.0
107416,1.0
107417,1.0
107418,1.0
107419,1.0
107444,0.0
107445,1.0
107446,1.0
107460,1.0
107470,1.0
107475,1.0
107520,0.0
107526,1.0
107527,1.0
107530,0.0
107532,1.0
107534,0.0
107535,1.0
107554,1.0
107556,0.0
107559,1.0
107561,0.0
107564,1.0
107566,0.0
107571,0.0
107590,1.0
107602,0.0
107625,1.0
107626,1.0
107635,0.0
107636,1.0
107645,1.0
107652,1.0
107655,1.0
107668,0.0
107670,0.0
107677,0.0
107680,1.0
107683,1.0
107684,1.0
107691,1.0
107692,0.0
107703,1.0
107709,0.0
107710,1.0
107721,1.0
107725,1.0
107727,1.0
107739,0.0
107740,1.0
107741,1.0
107747,0.0
107765,1.0
107768,1.0
107775,1.0
107782,1.0
107790,1.0
107801,1.0
107807,0.0
107811,1.0
107817,1.0
107826,1.0
107838,1.0
107839,0.0
107843,0.0
107847,1.0
107849,1.0
107850,1.0
107867,1.0
107871,1.0
107908,0.0
107913,1.0
107927,1.0
107931,1.0
107955,0.0
107962,1.0
107977,1.0
107978,1.0
107993,0.0
108010,1.0
108016,1.0
108018,1.0
108027,1.0
108045,1.0
108069,1.0
108082,0.0
108089,1.0
108092,1.0
108106,1.0
108112,0.0
108120,1.0
108122,1.0
108135,0.0
108170,1.0
108171,1.0
108177,0.0
108180,0.0
108183,0.0
108184,0.0
108185,1.0
108192,1.0
108195,1.0
108196,1.0
108218,0.0
108219,1.0
108243,1.0
108249,0.0
108251,0.0
108274,0.0
108280,1.0
108289,0.0
108292,0.0
108295,1.0
108327,1.0
108332,1.0
108346,0.0
108349,1.0
108353,1.0
108362,1.0
108363,1.0
108377,1.0
108378,1.0
108381,0.0
108383,1.0
108390,1.0
108407,1.0
108408,1.0
108411,1.0
108412,1.0
108419,1.0
108436,1.0
108437,1.0
108438,1.0
108441,0.0
108448,0.0
108449,0.0
108466,0.0
108467,1.0
108473,1.0
108474,1.0
108476,1.0
108479,0.0
108486,0.0
108493,0.0
108501,1.0
108506,1.0
108510,1.0
108511,0.0
108514,1.0
108517,1.0
108519,1.0
108522,0.0
108548,1.0
108554,1.0
108555,1.0
108559,0.0
108562,0.0
108571,1.0
108572,1.0
108579,1.0
108583,0.0
108584,1.0
108592,0.0
108602,0.0
108609,1.0
108613,1.0
108616,1.0
108618,1.0
108620,1.0
108643,1.0
108649,0.0
108654,1.0
108655,1.0
108656,0.0
108667,1.0
108668,1.0
108682,1.0
108690,1.0
108691,1.0
108692,1.0
108695,0.0
108699,1.0
108710,1.0
108718,1.0
108739,1.0
108740,0.0
108741,0.0
108742,1.0
108763,0.0
108767,1.0
108769,1.0
108779,1.0
108788,0.0
108801,1.0
108802,0.0
108810,1.0
108811,1.0
108813,1.0
108814,1.0
108825,0.0
108826,1.0
108830,1.0
108834,1.0
108852,1.0
108887,1.0
108901,1.0
108908,0.0
108910,0.0
108920,0.0
108922,1.0
108929,1.0
108930,1.0
108937,1.0
108938,1.0
108943,1.0
108948,0.0
108953,1.0
108956,0.0
108965,0.0
108985,1.0
108986,1.0
108987,0.0
108990,1.0
108991,1.0
108993,1.0
109000,1.0
109001,1.0
109012,1.0
109014,0.0
109015,1.0
109021,0.0
109037,0.0
109042,1.0
109044,1.0
109046,1.0
109064,0.0
109084,1.0
109086,1.0
109092,0.0
109093,1.0
109100,0.0
109101,1.0
109110,0.0
109114,1.0
109126,0.0
109152,0.0
109162,1.0
109167,0.0
109168,1.0
109169,0.0
109179,1.0
109184,1.0
109191,1.0
109192,1.0
109193,0.0
109196,1.0
109206,0.0
109210,0.0
109244,1.0
109249,1.0
109273,1.0
109276,1.0
109281,1.0
109287,1.0
109297,1.0
109298,0.0
109306,0.0
109309,1.0
109321,1.0
109328,1.0
109336,0.0
109342,1.0
109346,0.0
109347,1.0
109348,1.0
109362,1.0
109363,0.0
109367,0.0
109370,0.0
109393,1.0
109405,1.0
109413,0.0
109414,1.0
109421,1.0
109427,1.0
109428,1.0
109429,1.0
109437,0.0
109443,1.0
109461,1.0
109468,0.0
109469,1.0
109471,1.0
109479,1.0
109484,1.0
109501,1.0
109505,1.0
109535,1.0
109539,0.0
109544,0.0
109545,0.0
109551,1.0
109553,0.0
109555,1.0
109561,0.0
109580,0.0
109583,1.0
109593,1.0
109604,1.0
109620,1.0
109635,1.0
109637,1.0
109638,1.0
109642,1.0
109649,0.0
109652,1.0
109656,1.0
109663,0.0
109696,1.0
109700,1.0
109709,0.0
109735,1.0
109740,1.0
109741,1.0
109749,1.0
109764,0.0
109771,1.0
109772,0.0
109773,1.0
109798,0.0
109802,1.0
109804,1.0
109813,1.0
109818,1.0
109848,1.0
109850,1.0
109851,1.0
109855,0.0
109871,1.0
109877,1.0
109883,0.0
109886,0.0
109905,1.0
109936,1.0
109950,1.0
109958,1.0
109959,1.0
109969,1.0
109971,0.0
109984,0.0
109985,1.0
109988,0.0
109992,1.0
110005,1.0
110009,0.0
110011,1.0
110014,1.0
110026,0.0
110042,0.0
110058,0.0
110069,1.0
110080,0.0
110087,1.0
110091,1.0
110094,1.0
110098,1.0
110105,0.0
110117,1.0
110136,1.0
110138,1.0
110149,1.0
110164,1.0
110202,1.0
110212,0.0
110226,0.0
110236,0.0
110249,0.0
110257,0.0
110258,0.0
110277,0.0
110282,1.0
110284,1.0
110286,0.0
110289,0.0
110304,0.0
110319,1.0
110324,1.0
110326,1.0
110335,1.0
110337,1.0
110338,1.0
110343,1.0
110345,0.0
110347,1.0
110355,0.0
110359,0.0
110360,1.0
110364,1.0
110371,1.0
110372,0.0
110376,1.0
110379,1.0
110380,1.0
110393,1.0
110401,1.0
110406,0.0
110411,0.0
110416,0.0
110420,1.0
110443,1.0
110465,1.0
110468,1.0
110469,1.0
110471,1.0
110487,1.0
110491,1.0
110504,1.0
110547,0.0
110550,1.0
110559,1.0
110578,1.0
110582,1.0
110590,0.0
110598,1.0
110601,1.0
110602,1.0
110604,1.0
110625,1.0
110626,1.0
110636,1.0
110637,0.0
110638,1.0
110646,0.0
110648,0.0
110652,1.0
110681,0.0
110682,1.0
110687,1.0
110691,0.0
110694,0.0
110695,0.0
110696,1.0
110708,0.0
110710,1.0
110717,0.0
110730,1.0
110740,1.0
110742,0.0
110747,0.0
110761,1.0
110766,1.0
110769,0.0
110774,1.0
110803,0.0
110805,1.0
110809,1.0
110827,1.0
110832,0.0
110839,1.0
110859,1.0
110861,1.0
110863,1.0
110865,1.0
110881,1.0
110889,0.0
110891,1.0
110894,0.0
110895,1.0
110907,1.0
110914,1.0
110933,0.0
110934,0.0
110937,1.0
110953,0.0
110954,1.0
110958,1.0
110970,1.0
110974,1.0
110977,1.0
110989,1.0
110993,1.0
110994,1.0
111018,0.0
111019,0.0
111030,1.0
111032,1.0
111041,1.0
111045,0.0
111048,1.0
111052,1.0
111070,1.0
111084,1.0
111091,1.0
111104,0.0
111108,1.0
111112,1.0
111127,0.0
111142,1.0
111146,1.0
111165,1.0
111168,1.0
111169,1.0
111172,0.0
111173,0.0
111174,1.0
111175,1.0
111176,0.0
111177,1.0
111180,0.0
111182,1.0
111192,1.0
111194,1.0
111196,1.0
111197,0.0
111198,1.0
111205,0.0
111207,1.0
111222,0.0
111228,1.0
111233,1.0
111256,1.0
111258,0.0
111262,1.0
111263,1.0
111267,1.0
111269,1.0
111276,1.0
111277,1.0
111279,1.0
111290,1.0
111294,0.0
111295,1.0
111315,1.0
111318,1.0
111327,1.0
111328,1.0
111332,1.0
111338,0.0
111343,1.0
111344,1.0
111345,1.0
111347,0.0
111356,1.0
111359,1.0
111367,1.0
111368,0.0
111391,1.0
111408,0.0
111412,1.0
111419,1.0
111422,0.0
111423,1.0
111439,1.0
111452,1.0
111456,1.0
111467,0.0
111478,1.0
111482,1.0
111488,1.0
111503,1.0
111510,1.0
111512,1.0
111518,1.0
111532,1.0
111537,0.0
111541,1.0
111544,1.0
111550,0.0
111554,1.0
111560,1.0
111566,0.0
111567,1.0
111592,1.0
111618,1.0
111620,1.0
111627,1.0
111641,1.0
111646,1.0
111652,0.0
111657,0.0
111664,1.0
111665,0.0
111669,0.0
111673,1.0
111687,0.0
111688,0.0
111689,0.0
111694,1.0
111695,0.0
111698,0.0
111703,0.0
111709,1.0
111712,0.0
111715,0.0
111724,1.0
111730,1.0
111747,0.0
111760,1.0
111761,1.0
111763,0.0
111776,0.0
111777,0.0
111781,0.0
111793,0.0
111804,1.0
111810,1.0
111816,1.0
111818,1.0
111830,1.0
111832,1.0
111841,0.0
111842,1.0
111843,0.0
111846,1.0
111848,1.0
111856,0.0
111857,0.0
111877,0.0
111882,1.0
111883,0.0
111891,0.0
111893,1.0
111901,0.0
111912,1.0
111913,0.0
111955,0.0
111958,1.0
111960,1.0
111967,1.0
112000,1.0
112003,1.0
112015,1.0
112019,1.0
112020,0.0
112028,1.0
112029,1.0
112031,0.0
112039,0.0
112042,0.0
112049,0.0
112052,1.0
112054,0.0
112055,0.0
112063,1.0
112070,1.0
112071,1.0
112080,0.0
112083,0.0
112085,0.0
112089,1.0
112098,1.0
112100,1.0
112105,1.0
112124,1.0
112126,0.0
112127,1.0
112128,0.0
112148,0.0
112149,1.0
112165,1.0
112170,0.0
112171,0.0
112176,1.0
112186,0.0
112199,0.0
112203,0.0
112214,1.0
112215,0.0
112216,1.0
112224,1.0
112225,1.0
112231,1.0
112234,0.0
112235,0.0
112236,1.0
112254,1.0
112265,1.0
112271,0.0
112284,1.0
112287,1.0
112295,1.0
112303,1.0
112307,1.0
112310,0.0
112312,1.0
112313,0.0
112326,1.0
112333,1.0
112334,0.0
112339,0.0
112347,1.0
112350,1.0
112356,1.0
112357,1.0
112359,1.0
112360,1.0
112371,1.0
112385,0.0
112392,1.0
112401,1.0
112405,1.0
112414,1.0
112429,1.0
112448,1.0
112467,0.0
112468,1.0
112469,1.0
112491,1.0
112500,1.0
112510,1.0
112535,1.0
112537,0.0
112551,1.0
112552,1.0
112556,1.0
112577,1.0
112590,1.0
112593,1.0
112596,1.0
112601,0.0
112604,1.0
112622,1.0
112655,0.0
112663,0.0
112667,0.0
112670,0.0
112676,0.0
112677,0.0
112679,0.0
112683,1.0
112688,1.0
112692,1.0
112696,1.0
112702,1.0
112709,0.0
112720,1.0
112735,1.0
112738,1.0
112742,0.0
112748,0.0
112749,0.0
112766,0.0
112767,0.0
112769,1.0
112771,1.0
112775,1.0
112794,1.0
112795,1.0
112796,0.0
112815,1.0
112817,1.0
112821,1.0
112822,1.0
112829,1.0
112831,1.0
112835,1.0
112838,1.0
112842,1.0
112844,1.0
112845,0.0
112846,1.0
112847,0.0
112867,1.0
112868,1.0
112874,1.0
112879,0.0
112882,0.0
112886,1.0
112895,1.0
112896,1.0
112902,1.0
112904,1.0
112917,1.0
112932,1.0
112944,1.0
112946,1.0
112947,1.0
112948,1.0
112966,1.0
112967,0.0
112971,1.0
112973,1.0
112974,0.0
112978,1.0
112988,1.0
112992,1.0
113003,1.0
113004,1.0
113007,1.0
113020,1.0
113025,1.0
113032,0.0
113042,0.0
113047,1.0
113066,0.0
113067,1.0
113071,1.0
113087,1.0
113108,0.0
113109,1.0
113123,0.0
113128,1.0
113134,1.0
113151,1.0
113175,1.0
113181,0.0
113188,1.0
113191,0.0
113193,1.0
113201,1.0
113209,1.0
113222,0.0
113248,1.0
113272,1.0
113276,0.0
113287,0.0
113302,1.0
113308,1.0
113316,1.0
113318,1.0
113320,1.0
113322,1.0
113325,1.0
113326,1.0
113332,1.0
113346,1.0
113352,1.0
113361,0.0
113362,0.0
113365,0.0
113366,1.0
113368,0.0
113382,0.0
113385,0.0
113390,1.0
113391,1.0
113393,1.0
113396,0.0
113397,1.0
113402,1.0
113403,1.0
113405,0.0
113406,0.0
113410,1.0
113413,1.0
113418,0.0
113419,0.0
113435,1.0
113438,1.0
113447,1.0
113458,1.0
113466,0.0
113475,0.0
113482,1.0
113490,0.0
113505,1.0
113508,1.0
113520,1.0
113532,1.0
113535,0.0
113549,0.0
113557,1.0
113558,1.0
113561,0.0
113566,0.0
113569,1.0
113574,1.0
113576,1.0
113577,1.0
113585,1.0
113587,1.0
113599,1.0
113601,1.0
113602,1.0
113605,0.0
113609,1.0
113611,0.0
113616,1.0
113627,1.0
113631,1.0
113643,0.0
113652,1.0
113657,0.0
113659,1.0
113672,1.0
113680,1.0
113692,1.0
113694,1.0
113695,1.0
113701,1.0
113733,0.0
113738,1.0
113740,1.0
113742,0.0
113777,0.0
113783,1.0
113788,0.0
113789,0.0
113791,1.0
113795,1.0
113799,1.0
113805,1.0
113820,1.0
113822,1.0
113824,1.0
113829,1.0
113832,0.0
113833,1.0
113841,0.0
113849,1.0
113862,1.0
113863,1.0
113864,0.0
113870,1.0
113875,1.0
113882,1.0
113887,1.0
113894,1.0
113909,1.0
113930,1.0
113936,1.0
113939,0.0
113942,1.0
113943,1.0
113945,1.0
113947,0.0
113950,0.0
113951,1.0
113957,1.0
113966,1.0
113967,1.0
113977,1.0
113984,1.0
113986,1.0
113992,0.0
113998,0.0
113999,1.0
114003,0.0
114010,1.0
114011,1.0
